CODE,Omschrijving
72212215-9,Diensten voor ontwikkeling van software voor netwerkontwikkelaars
72212216-6,Diensten voor ontwikkeling van software voor netwerkverbindingdsterminalemulatie
72212217-3,Diensten voor ontwikkeling van transactionele verwerkingssoftware
72212218-0,Diensten voor ontwikkeling van software voor licentiemanagement
72212219-7,Diensten voor ontwikkeling van software voor diverse netweken
72212220-7,Diensten voor ontwikkeling van software voor internet en intranet
72212221-4,Diensten voor ontwikkeling van software voor internetbrowsing
72212222-1,Diensten voor ontwikkeling van software voor webserver
72212223-8,Diensten voor softwareontwikkeling voor e-mail
72212224-5,Diensten voor ontwikkeling van software voor web page editing
72212300-2,"Diensten voor ontwikkeling van software voor het maken van documenten, tekeningen, afbeeldingen, dienstregelingen en productiviteit"
72212310-5,Diensten voor ontwikkeling van software voor het maken van documenten
72212311-2,Diensten voor ontwikkeling van software voor documentenbeheer
72212312-9,Diensten voor ontwikkeling van software voor elektronisch publiceren
72212313-6,Diensten voor ontwikkeling van software voor OCR (optische schriftherkenner)
72212314-3,Diensten voor ontwikkeling van software voor spraakherkenning
72212315-0,Diensten voor ontwikkeling van software voor desktoppublishing
72212316-7,Diensten voor ontwikkeling van presentatiesoftware
72212317-4,Diensten voor ontwikkeling van tekstverwerkingssoftware
72212318-1,Diensten voor ontwikkeling van scannersoftware
72212320-8,Diensten voor ontwikkeling van software voor het maken van tekeningen en afbeeldingen
72212321-5,Diensten voor CAD-softwareontwikkeling
72212322-2,Diensten voor ontwikkeling van grafische software
72212323-9,Diensten voor CAM-softwareontwikkeling
72212324-6,Diensten voor ontwikkeling van karteringssoftware
72212325-3,Diensten voor ontwikkeling van software voor het maken van formulieren
72212326-0,Diensten voor ontwikkeling van cartografiesoftware
72212327-7,Diensten voor ontwikkeling van teken- en schildersoftware
72212328-4,Diensten voor ontwikkeling van beeldverwerkingssoftware
72212330-1,Diensten voor ontwikkeling van software voor dienstregelingen en productiviteit
72212331-8,Diensten voor ontwikkeling van projectmanagement-software
72212332-5,Diensten voor ontwikkeling van dienstregelingen-software
72212333-2,Diensten voor ontwikkeling van contactmanagement-software
72212400-3,Diensten voor ontwikkeling van software voor zakelijke transacties en persoonlijke zaken
72212410-6,Diensten voor ontwikkeling van software voor investeringsbeheer en belastingaangifte
72212411-3,Diensten voor ontwikkeling van software voor investeringsbeheer
72212412-0,Diensten voor ontwikkeling van belastingaangiftesoftware
72212420-9,Diensten voor ontwikkeling van software en opvolgingssoftware voor faciliteitenbeheer
72212421-6,Diensten voor ontwikkeling van software voor faciliteitenbeheer
72212422-3,Diensten voor ontwikkeling van opvolgingssoftware
72212430-2,Diensten voor ontwikkeling van software voor inventarisbeheer
72212440-5,Diensten voor ontwikkeling van software voor financiële analyse en boekhouding
72212441-2,Diensten voor ontwikkeling van software voor financiële analyse
72212442-9,Diensten voor ontwikkeling van software voor financiële systemen
72212443-6,Diensten voor ontwikkeling van boekhoudsoftware
72212445-0,Diensten voor ontwikkeling van software voor elektronisch klantenbeheer
72212450-8,Diensten voor ontwikkeling van software voor tijdregistratie of personele middelen
72212451-5,Diensten voor ontwikkeling van software voor ERP (Enterprise resource planning)
72212460-1,"Diensten voor ontwikkeling van analytische, wetenschappelijke, mathematische of prognosesoftware"
72212461-8,Diensten voor ontwikkeling van analytische of wetenschappelijke software
72212462-5,Diensten voor ontwikkeling van mathematische of prognosesoftware
72212463-2,Diensten voor ontwikkeling van statistieksoftware
72212470-4,Diensten voor ontwikkeling van software voor veilingen
72212480-7,"Diensten voor ontwikkeling van software voor verkoop, marketing en business intelligence"
72212481-4,Diensten voor ontwikkeling van software voor verkoop of marketing
72212482-1,Diensten voor ontwikkeling van business intelligence software
72212490-0,Diensten voor ontwikkeling van aankoopsoftware
72212500-4,Diensten voor ontwikkeling van communicatie- en multimediasoftware
72212510-7,Diensten voor ontwikkeling van communicatiesoftware
72212511-4,Diensten voor ontwikkeling van software voor desktop-communicatie
72212512-1,Diensten voor ontwikkeling van software voor interactieve spraakbeantwoorders (IVR)
72212513-8,Diensten voor ontwikkeling van modemsoftware
72212514-5,Diensten voor ontwikkeling van remote-access-software
72212515-2,Diensten voor ontwikkeling van software voor videoconferentie
72212516-9,Diensten voor ontwikkeling van uitwisselingssoftware
72212517-6,Diensten voor ontwikkeling van IT-software
72212518-3,Diensten voor ontwikkeling van emulatiesoftware
72212519-0,Diensten voor ontwikkeling van geheugenbeheer-software
72212520-0,Diensten voor ontwikkeling van multimediasoftware
72212521-7,Diensten voor ontwikkeling van editingsoftware voor muziek of geluid
72212522-4,Diensten voor ontwikkeling van software voor virtueel keyboard
72212600-5,Diensten voor ontwikkeling van database- en besturingssoftware
72212610-8,Diensten voor ontwikkeling van databasesoftware
72212620-1,Diensten voor ontwikkeling van netwerkbesturingssoftware
72212630-4,Diensten voor ontwikkeling van minicomputerbesturingssoftware
72212640-7,Diensten voor ontwikkeling van microcomputerbesturingssoftware
72212650-0,Diensten voor ontwikkeling van PC-besturingssoftware
72212660-3,Diensten voor ontwikkeling van clustersoftware
72212670-6,Diensten voor ontwikkeling van software voor realtimebesturingssysteem
72212700-6,Diensten voor ontwikkeling van algemene dienstsoftware
72212710-9,Diensten voor ontwikkeling van back-up- of recoverysoftware
72212720-2,Diensten voor ontwikkeling van barcodesoftware
72212730-5,Diensten voor ontwikkeling van beveiligingssoftware
72212731-2,Diensten voor ontwikkeling van bestandbeveiligingssoftware
72212732-9,Diensten voor ontwikkeling van databeveiligingssoftware
72212740-8,Diensten voor ontwikkeling van vertaalsoftware
72212750-1,Diensten voor ontwikkeling van software voor het laden van geheugendragers
72212760-4,Diensten voor ontwikkeling van virusbeschermingssoftware
72212761-1,Diensten voor ontwikkeling van anti-virussoftware
72212770-7,"Diensten voor ontwikkeling van software voor algemene, comprimerings- en drukkervoorzieningen"
72212771-4,Diensten voor ontwikkeling van software voor algemene voorzieningen
72212772-1,Diensten voor ontwikkeling van software voor drukkervoorzieningen
72212780-0,"Diensten voor ontwikkeling van software voor systeem-, opslag- en inhoudbeheer"
72212781-7,Diensten voor ontwikkeling van systeembeheer-software
72212782-4,Diensten voor ontwikkeling van opslagbeheer-software
72212783-1,Diensten voor ontwikkeling van inhoudsbeheer-software
72212790-3,Diensten voor ontwikkeling van spellingcheckersoftware
72212900-8,Diensten voor ontwikkeling van diverse software en computersystemen
72212910-1,"Diensten voor ontwikkeling van software voor computerspelletjes, gezinsvideo's en screensavers"
72212911-8,Diensten voor ontwikkeling van software voor computerspelletjes
72212920-4,Diensten voor ontwikkeling van kantoorautomatiseringssoftware
72212930-7,Diensten voor ontwikkeling van opleidings- en vermaaksoftware
72212931-4,Diensten voor ontwikkeling van opleidingssoftware
72212932-1,Diensten voor ontwikkeling van vermaaksoftware
72212940-0,Diensten voor ontwikkeling van patroonontwerp- en kalendersoftware
72212941-7,Diensten voor ontwikkeling van patroonontwerpsoftware
72212942-4,Diensten voor ontwikkeling van kalendersoftware
72212960-6,Diensten voor ontwikkeling van besturings- en systeemsoftware
72212970-9,Diensten voor ontwikkeling van printshopsoftware
72212971-6,Diensten voor ontwikkeling van software voor het maken van adressenbestanden
72212972-3,Diensten voor ontwikkeling van software voor het maken van labels
72212980-2,Diensten voor het ontwikkelen van programmeertalen en tools
72212981-9,Diensten voor ontwikkeling van compilingsoftware
72212982-6,Diensten voor ontwikkeling van configuratiebeheersoftware
72212983-3,Diensten voor ontwikkeling van ontwikkelingssoftware
72212984-0,Diensten voor ontwikkeling van programmatestsoftware
72212985-7,Diensten voor ontwikkeling van foutenopsporingssoftware
72212990-5,Diensten voor ontwikkeling van software voor spreadsheets en verbetering
72212991-2,Diensten voor ontwikkeling van spreadsheetsoftware
72220000-3,Systeem- en technisch advies
72221000-0,Bedrijfsanalyseadviezen
72222000-7,Strategie- en planningsdiensten voor informatiesystemen of -technologie
72222100-8,Strategisch onderzoek van informatiesystemen of -technologie
72222200-9,Planning in verband met informatiesystemen of -technologie
72222300-0,Diensten in verband met informatietechnologie
72223000-4,Onderzoek naar vereisten inzake informatietechnologie
72224000-1,Advies over projectmanagement
72224100-2,Planning van systeemimplementatie
72224200-3,Planning van systeemkwaliteitsborging
72225000-8,Evaluatie en onderzoek van systeemkwaliteitsborging
72226000-5,Advies over acceptatietest systeemsoftware
72227000-2,Advies over software-integratie
72228000-9,Advies over hardware-integratie
72230000-6,Ontwikkeling van gebruikersspecifieke software
72231000-3,Ontwikkeling van software voor militaire doeleinden
72232000-0,Ontwikkeling van software voor transactieverwerking en gebruikersspecifieke software
72240000-9,Systeemanalyse en programmering
72241000-6,Specificatie van kritisch ontwerpdoel
72242000-3,Maken van ontwerp modellen
72243000-0,Programmeringsdiensten
72244000-7,Maken van prototypes
72245000-4,Contractsysteemanalyse en -programmering
72246000-1,Systeemadviesdiensten
72250000-2,Systeem- en ondersteuningsdiensten
72251000-9,Herstarten na calamiteiten
72252000-6,Computerarchiveringsdiensten
72253000-3,Helpdesk- en ondersteuningsdiensten
72253100-4,Helpdeskdiensten
72253200-5,Systeemondersteuningsdiensten
72254000-0,Testen van software
72254100-1,Testen van systemen
72260000-5,Diensten in verband met software
72261000-2,Softwareondersteuningsdiensten
72262000-9,Ontwikkeling van software
72263000-6,Software-implementatiediensten
72264000-3,Kopiëren van software
72265000-0,Softwareconfiguratiediensten
72266000-7,Advies over software
72267000-4,Onderhouds- en reparatiediensten voor software
72267100-0,Onderhoud van software voor informatietechnologie
72267200-1,Reparatie van software voor informatietechnologie
72268000-1,Leveren van software
72300000-8,Uitwerken van gegevens
72310000-1,Gegevensverwerkingsdiensten
72311000-8,Tabellering per computer
72311100-9,Gegevensconversie
72311200-0,Batch-verwerkingsdiensten
72311300-1,Diensten voor (computer)-multi-use
72312000-5,Invoeren van gegevens
72312100-6,Voorbereiding van gegevens
72312200-7,Herkenning van optische tekens
72313000-2,Gegevensvergaringsdiensten
72314000-9,Verzamelen en collationeren van gegevens
72315000-6,Beheer van datanetwerken en ondersteunende diensten
72315100-7,Datanetwerkondersteuningsdiensten
72315200-8,Beheer van gegevensnetwerk
72316000-3,Analyseren van gegevens
72317000-0,Opslaan van gegevens
72318000-7,Datatransmissiediensten
72319000-4,Verstrekking van gegevens
72320000-4,Databasediensten
72321000-1,Diensten voor database met toegevoegde waarde
72322000-8,Gegevensbeheerdiensten
72330000-2,Diensten voor inhouds- of datastandaardisatie en –classificatie
72400000-4,Internetdiensten
72410000-7,Providerdiensten
72411000-4,Internetproviders (ISP)
72412000-1,Provider voor e-maildiensten
72413000-8,Diensten voor het ontwerpen van websites
72414000-5,Providerdiensten voor webzoekmachines
72415000-2,Verlenen van host-diensten voor websites
72416000-9,Providerdiensten van applicatieservice
72417000-6,Internet-domeinnamen
72420000-0,Internet-ontwikkelingsdiensten
72421000-7,Diensten voor ontwikkeling van internet- of intranetklantenapplicatie
72422000-4,Diensten voor ontwikkeling van internet- of intranetserverapplicatie
72500000-0,Informaticadiensten
72510000-3,Beheerdiensten in verband met computers
72511000-0,Software voor netwerkbeheer
72512000-7,Documentbeheerdiensten
72513000-4,Kantoorautomatiseringsdiensten
72514000-1,Beheer van computerfaciliteiten
72514100-2,Faciliteitenbeheer door computerbewerking
72514200-3,Faciliteitenbeheer voor ontwikkeling van computersystemen
72514300-4,Faciliteitenbeheer voor onderhoud van computersystemen
72540000-2,Computerupgrading
72541000-9,Uitbreiding van computerinstallaties
72541100-0,Uitbreiding van geheugen
72590000-7,Professionele dienstverlening in verband met computers
72591000-4,Uitwerken van dienstverleningscontracten
72600000-6,Diensten voor computerondersteuning en -advies
72610000-9,Computerondersteuningsdiensten
72611000-6,Technische computerondersteuningsdiensten
72700000-7,Computernetwerkdiensten
72710000-0,LAN-diensten
72720000-3,WAN-diensten
72800000-8,Computeraudit- en testdiensten
72810000-1,Automatiseringscontrole
72820000-4,Testen van computers
72900000-9,Diensten voor computerbackup en converteren van computercatalogus
72910000-2,Back-updiensten voor computers
72920000-5,Converteren van computercatalogus
73000000-2,"Onderzoek en ontwikkeling, en aanverwante adviezen"
73100000-3,Onderzoek en experimentele ontwikkeling
73110000-6,Uitvoeren van onderzoek
73111000-3,Diensten van researchlaboratorium
73112000-0,Onderzoek der zee
73120000-9,Experimentele ontwikkeling
73200000-4,Advies inzake onderzoek en ontwikkeling
73210000-7,Advies inzake onderzoek
73220000-0,Advies inzake ontwikkeling
73300000-5,Planning en uitvoering van onderzoek en ontwikkeling
73400000-6,O&O-diensten voor beveiligings- en defensiematerialen
73410000-9,Onderzoek en technologie voor het leger
73420000-2,Voorbereidende haalbaarheidsstudie en technologische demonstratie
73421000-9,Ontwikkelen van veiligheidsuitrusting
73422000-6,Ontwikkelen van vuurwapens en munitie
73423000-3,Ontwikkelen van militaire voertuigen
73424000-0,Ontwikkelen van oorlogsschepen
73425000-7,Ontwikkelen van militaire lucht- en ruimtevaartuigen en raketten
73426000-4,Ontwikkelen van militaire elektronische systemen
73430000-5,Testen en beoordelen
73431000-2,Test en evaluatie van veiligheidsuitrusting
73432000-9,Testen en beoordelen van vuurwapens en munitie
73433000-6,Testen en beoordelen van militaire voertuigen
73434000-3,Testen en beoordelen van oorlogsschepen
73435000-0,Testen en beoordelen van militaire lucht- en ruimtevaartuigen en raketten
73436000-7,Testen en beoordelen van militaire elektronische systemen
75000000-6,"Diensten voor openbaar bestuur, defensie en sociale verzekering"
75100000-7,Administratiediensten
75110000-0,Algemene overheidsdiensten
75111000-7,Uitvoerende en wetgevende diensten
75111100-8,Uitvoerende diensten
75111200-9,Wetgevende diensten
75112000-4,Administratieve diensten voor bedrijfsactiviteiten
75112100-5,Administratieve diensten voor ontwikkelingsproject
75120000-3,Administratieve diensten door agentschappen
75121000-0,Administratieve diensten voor onderwijs
75122000-7,Administratieve diensten voor gezondheidszorg
75123000-4,Administratieve diensten voor huisvesting
75124000-1,"Administratieve diensten voor recreatie, cultuur en religie"
75125000-8,Administratieve diensten in verband met toerisme
75130000-6,Ondersteunende diensten voor de overheid
75131000-3,Overheidsdiensten
75131100-4,Algemene personeelsdiensten voor de overheid
75200000-8,Diensten ten behoeve van de gemeenschap
75210000-1,Diensten voor buitenlandse zaken en andere diensten
75211000-8,Diensten voor buitenlandse zaken
75211100-9,Diplomatieke diensten
75211110-2,Consulaire diensten
75211200-0,Diensten in verband met economische hulp aan het buitenland
